datetime,day of week,total,place,angbutter,plain bread,jam,americano,croissant,caffe latte,tiramisu croissant,cacao deep,pain au chocolat,almond croissant,croque monsieur,mad garlic,milk tea,gateau chocolat,pandoro,cheese cake,lemon ade,orange pound,wiener,vanila latte,berry ade,tiramisu,merinque cookies
2019-10-28 14:30,Mon,14800,후평 3동,1,,,,,,,,1,,,,,,1,,,,,,,,
2019-10-31 11:05,Thur,55800,소양동,3,,1,,3,,,,3,2,,,,,,1,,1,,,,,
2019-10-31 12:18,Thur,14800,후평 3동,1,,,,1,,,,,,,,,,,,,1,,,,,
2019-10-31 13:29,Thur,25000,소양동,,1,,2,,,,,2,,,,,,,,,1,,,,,
2019-11-01 11:10,Fri,14100,효자 2동,1,,,,,,,,1,,,,,1,,,,,,,,,
2019-11-01 11:46,Fri,21800,동면,1,1,,,2,,,,,,,,,,1,,,,,,,,
2019-11-01 11:55,Fri,23000,효자 3동,,1,,,,,1,,1,,,,,,,,,,2,1,,,
2019-11-01 12:11,Fri,19100,후평 2동,2,,,,,,,1,1,,,,,,,,,,,,,,
2019-11-01 12:56,Fri,14800,동면,1,,,,1,,,,,,,,,,1,,,,,,,,
2019-11-01 13:52,Fri,22000,강남동,,1,1,,1,,1,,,,,,1,,,,,,1,,,,
2019-11-02 11:08,Sat,30400,동면,3,,,,2,,,,2,,,,,,,,,,,,,,
2019-11-02 11:27,Sat,16800,석사동,1,,,,,,,,,,,,,,,1,,,2,,,,
2019-11-02 11:45,Sat,16100,후평 3동,2,,,,,,1,,,,,,,,,,,,,,,,
2019-11-02 12:01,Sat,14100,후평 3동,2,,,,,,,,,,,,,,,,,,1,,,,
2019-11-02 12:44,Sat,17500,동면,1,1,,1,,,,1,,,,,,,,,,,,,,,
2019-11-02 13:56,Sat,14800,퇴계동,1,,,,1,1,,,,,,,,,,,,,,,,,
2019-11-02 14:19,Sat,22300,신사우동,,1,1,,1,,,,2,,,,,1,,,,,,,,,
2019-11-02 14:35,Sat,15000,후평 2동,,,,,1,1,,,,,,,,,,1,,,,,,,
2019-11-02 14:38,Sat,16300,동면,1,1,1,,,1,,,,,,,,,,,,,,,,,
2019-11-02 15:55,Sat,14800,석사동,1,,,,1,,1,,,,,,,,,,,,,,,,
2019-11-02 16:03,Sat,14800,석사동,1,,,2,,,,,,,,,,,,,,,,,,,
2019-11-02 16:40,Sat,28800,후평 2동,1,,,2,,,1,,,,,,,,,1,,1,,,,,
2019-11-02 16:54,Sat,14300,동면,1,,,1,1,,,,,,,,,,,,,,,,,,
2019-11-03 11:02,Sun,20800,신사우동,1,,,,,1,1,1,,,,,,,,,,,,,,,
2019-11-03 11:04,Sun,23100,근화동,2,,,,,,,,2,,,,,,,,,1,,,,,
2019-11-03 11:16,Sun,19800,동면,1,1,1,,,,,,1,,,,,,,,,1,,,,,
2019-11-03 12:01,Sun,33700,후평 1동,2,3,,1,,,,,,,,,,2,,,,,,,,,
2019-11-03 12:25,Sun,17800,후평 2동,1,,,1,,,,,,,,,1,,,,,,1,,,,
2019-11-03 12:58,Sun,16100,후평 2동,2,,,,,,,,,,,,,,,,,1,,,,,
2019-11-03 13:33,Sun,27900,소양동,3,2,,,,,1,,,,,,,,,,,,,,,,
2019-11-03 14:30,Sun,15100,동면,2,,,,,,,,1,,,,,,,,,,,,,,
2019-11-03 15:06,Sun,14500,교동,,,,,,,1,,1,,,,,,1,,,,,,,,
2019-11-03 15:30,Sun,14800,소양동,1,1,,,,,,,,,,,,,,,,,,1,,,
2019-11-04 11:41,Mon,16000,동면,,4,,,,,,,,,,,,,,,,,,,,,
2019-11-04 11:53,Mon,15000,후평 2동,,1,1,,1,,,,,,,,,,,,,1,,,,,
2019-11-04 13:13,Mon,26600,효자 2동,2,,,,2,,,2,,,,,,,,,,,,,,,
2019-11-04 13:17,Mon,17500,후평 3동,,1,,1,,,,,1,,,,,,,,,1,,,,,
2019-11-04 16:37,Mon,17000,신사우동,,1,1,,,,1,,,,,,,,,,,,,1,,,
2019-11-06 11:07,Wed,16000,동면,,,,,,,,,,1,,,,,,1,,,,1,,,
2019-11-06 11:47,Wed,24600,후평 2동,2,,,,1,,,,,1,,,,,,1,,,,,,,
2019-11-06 12:04,Wed,18300,후평 2동,1,,,,,,,,2,,,,,,1,,,,,,,,
2019-11-06 13:23,Wed,14800,후평 3동,1,,,,1,1,,,,,,,,,,,,,,,,,
2019-11-06 14:33,Wed,15100,근화동,2,,,,1,,,,,,,,,,,,,,,,,,
2019-11-06 16:15,Wed,24800,신사우동,1,1,,,,,,,,2,,,,,,,,,,1,,,
2019-11-06 16:53,Wed,16000,후평 1동,,1,1,,,,1,,,,,,,,,,,1,,,,,
2019-11-07 11:20,Thur,15300,강남동,1,1,1,,1,,,,,,,,,,,,,,,,,,
2019-11-07 11:26,Thur,14800,강남동,1,,,,1,,1,,,,,,,,,,,,,,,,
2019-11-07 12:31,Thur,14800,소양동,1,1,,,,,,,,,,,,,,,,1,,,,,
2019-11-07 13:33,Thur,34800,후평 1동,1,1,2,,3,,,,1,,,,,,,,,,3,,,,
2019-11-07 13:43,Thur,27900,효자 2동,2,1,,,,,,,,,,,,1,1,,,1,,,,,
2019-11-07 14:44,Thur,26800,후평 3동,1,,,3,1,,,,,,,,,,,,,1,,,,,
2019-11-07 15:21,Thur,16800,효자 3동,1,,,,1,,,1,,,,,,,,,,,1,,,,
2019-11-07 16:26,Thur,16600,효자 2동,2,1,1,,,,,,,,,,,,,,,,,,,,
2019-11-08 11:36,Fri,22800,후평 3동,1,,,,1,,1,,1,,,,,,,,,1,,,,,
2019-11-08 12:56,Fri,16400,교동 ,3,,,,,,,,,,,,,,,,,,,,,,
2019-11-08 13:03,Fri,19900,석사동,3,,,,,,,,1,,,,,,,,,,,,,,
2019-11-08 13:12,Fri,36000,동면,,,,2,1,,1,,,,,,,,,,2,2,,,,,
2019-11-08 14:12,Fri,23300,강남동,1,2,2,,,,,1,,,,,,,,,,,1,,,,
2019-11-08 14:46,Fri,15600,후평 1동,2,,,,,,,1,,,,,,,,,,,,,,,
2019-11-08 15:01,Fri,14800,퇴계동,1,1,,,,,1,,,,,,,,,,,,,,,,
2019-11-08 15:02,Fri,27800,후평 3동,1,1,1,1,1,,,1,,,,,,,,,,1,,,,,
2019-11-08 15:12,Fri,30000,석사동,1,1,1,,,,,,2,1,,,,,,1,,,1,,,,
2019-11-08 11:36,Fri,16400,강남동,3,,,,,,,,,,,,,,,,,,,,,,
2019-11-09 11:36,Sat,18300,후평 3동,1,,,,,,1,,,,,,,,,,,1,1,,,,
2019-11-09 11:36,Sat,20600,퇴계동,2,,,,,,2,,,,,,,,,,,,,,,,
2019-11-09 11:36,Sat,19300,후평 1동,,,,,,,1,,,1,,,,1,1,,,,,,,,
2019-11-09 11:36,Sat,26100,신동면,2,,,,1,,,,1,,,,,,1,,,,2,,,,
2019-11-09 11:36,Sat,21300,소양동,,,,,,,,1,2,,,,,1,,,,,,1,,,
2019-11-09 11:36,Sat,27300,후평 2동,1,1,,,,,1,,1,,,,,,1,,,1,,,,,
2019-11-09 11:36,Sat,35700,소양동,4,,,,1,,1,1,,,,,,,,,,,1,,,,
2019-11-09 11:36,Sat,18800,석사동,2,,,,1,,,,,,,,,,1,,,,,,,,
2019-11-09 11:36,Sat,14800,동면,1,1,,,,1,,,,,,,,,,,,,,,,,
2019-11-09 14:06,Sat,15800,후평 1동,1,,,,,1,,,,,,,,,,,,1,,,,,
2019-11-09 14:48,Sat,15800,교동,1,1,1,1,,,,,,,,,,,,,,,,,,,
2019-11-09 15:40,Sat,14800,소양동,1,1,,,,,1,,,,,,,,,,,,,,,,
2019-11-09 16:23,Sat,14800,소양동,1,1,,,,,,,,,,,,,,,,1,,,,,
2019-11-09 16:49,Sat,15800,효자 2동,2,1,1,,,,,,,,,,,,,,,,,,,,
2019-11-10 11:04,Sun,18000,약사명동,,,,,,,,,2,,,,,,2,,,,,,,,
2019-11-10 11:06,Sun,14800,효자 2동,1,1,,,,,1,,,,,,,,,,,,,,,,
2019-11-10 11:10,Sun,21100,신사우동,2,,,,,1,,1,,,,,,,,,,,,,,,
2019-11-10 11:20,Sun,32800,후평 3동,1,,,1,,,1,1,,,,,,,,1,,,,,1,,
2019-11-10 11:27,Sun,17000,동면,,,,,1,,,,,,,,,,,,,2,1,,,,
2019-11-10 11:29,Sun,19600,후평 3동,2,1,,,,,,,,,,,,,,,,1,,,,,
2019-11-10 11:41,Sun,15800,석사동,1,,,,,,,,,1,,,,,,,,,,1,,,
2019-11-10 11:44,Sun,16100,후평 3동,2,,,,,,1,,,,,,,,,,,,,,,,
2019-11-10 11:55,Sun,29100,소양동,2,,,1,,1,1,,,,,,1,,,,,,,,,,
2019-11-10 12:11,Sun,19300,효자 1동,1,,,,,,,,1,,,,2,,,,,,,,,,
2019-11-10 12:45,Sun,14800,후평 3동,1,1,,,,,,,,,,,,,,,,1,,,,,
2019-11-10 13:09,Sun,23800,동면,1,,,,,,,,,,,,,,,1,,,3,1,,,
2019-11-10 13:10,Sun,19800,후평 1동,1,,,,,,1,,,,,,,,,,,1,,,,,1
2019-11-10 13:35,Sun,24600,후평 2동,3,,,,,,1,,,,,,,,,,,,,,,,
2019-11-10 11:27,Sun,15400,효자 2동,2,,,,,,,,,,,,,1,,,,,,,,,
2019-11-10 14:21,Sun,18600,효자 2동,2,1,,,,,,,1,,,,,,,,,,,,,,
2019-11-10 15:32,Sun,20900,신사우동,3,1,,,,,,,,,,,,,,,,,,,,,
2019-11-10 15:52,Sun,15800,소양동,1,,,,,,1,,,,,,,,,,,,,1,,,
2019-11-11 11:32,Mon,26600,효자 2동,2,3,,,,,,,,,,,,,1,,,,,,,,
2019-11-11 12:00,Mon,18600,후평 2동,2,1,,,,,,,,,,,,,1,,,,,,,,
2019-11-11 12:59,Mon,15300,소양동,1,,,1,,,,,,,,,,,,,1,,,,,,
2019-11-11 14:00,Mon,19300,동면,1,1,,,,1,1,,,,,,,,,,,,,,,,
2019-11-11 14:39,Mon,20300,석사동,1,1,1,,,,1,,,,,,,,,,,,,,,,
2019-11-11 17:25,Mon,28300,석사동,1,1,1,,,,1,1,,,,,,,,,,1,,,,,
2019-11-13 11:05,Wed,22300,동면,1,1,,1,1,,1,,,,,,,,,,,,,,,,
2019-11-13 11:37,Wed,30100,후평 1동,3,2,2,,,,1,,,,,,,,,,,,,,,,
2019-11-13 11:46,Wed,15800,후평 3동,1,,,,,,,,,1,,,,,1,,,,,,,,
2019-11-13 12:04,Wed,15800,동면,1,,,,,,2,,,,,,,,,,,,,,,,
2019-11-13 12:29,Wed,15300,퇴계동,1,,,,,,,,1,,,,,,,1,,,,,,,
2019-11-13 14:45,Wed,14800,후평 1동,1,1,,,,,,,,,,,,,,,,1,,,,,
2019-11-13 16:23,Wed,15800,효자 3동,1,,,,,,1,,,,,,1,,,,,,,,,,
2019-11-13 17:22,Wed,15100,효자 3동,1,,,,,,,,,,,,1,1,,,,,,,,,
2019-11-14 11:02,Thur,16400,퇴계동,3,,,,,,,,,,,,,,,,,,,,,,
2019-11-14 12:52,Thur,16300,석사동,1,1,1,,,,,,,,,,1,,,,,,,,,,
2019-11-14 13:10,Thur,39300,후평 3동,1,,,1,2,,1,,,,,,1,,,,,1,,1,,,
2019-11-15 11:50,Fri,18500,동면,,,,1,,,1,,1,,,,,,,,,1,,,,,
2019-11-15 13:06,Fri,14800,후평 2동,1,,,,1,,,,,,,,,,1,,,,,,,,
2019-11-15 13:09,Fri,16100,석사동,2,,,,,,,,,,,,1,,,,,,,,,,
2019-11-15 13:44,Fri,18500,후평 2동,,1,,,,,,,1,,,,,,1,,,,2,,,,
2019-11-15 14:39,Fri,17300,후평 3동,1,,,,3,,,,,,,,,,,,,,,,,,
2019-11-15 15:19,Fri,14800,후평 1동,1,,,,,,1,,1,,,,,,,,,,,,,,
2019-11-15 16:30,Fri,70700,동면,4,5,,,4,,,,,,,,,,4,,,,,,,,
2019-11-16 11:07,Sat,23800,효자 1동,2,1,,,1,,,,1,,,,,,,,,,1,,,,
2019-11-16 11:18,Sat,15100,후평 2동,2,1,,,,,,,,,,,,,,,,,,,,,
2019-11-16 12:21,Sat,18500,효자 2동,,,,,1,,,1,,,,,,,,,1,,,1,,,
2019-11-16 13:38,Sat,21100,동면,2,,,,,,,,,,,,,,1,,,,2,,,,
2019-11-16 14:15,Sat,16600,후평 1동,2,1,1,,,,,,,,,,,,,,,,,,,,
2019-11-16 14:21,Sat,24800,후평 3동,1,1,1,,,,1,1,,,,,,,,,,,,1,,,
2019-11-16 16:13,Sat,19100,석사동,2,,,,1,,,1,,,,,,,,,,,,,,,
2019-11-16 16:21,Sat,14300,효자 3동,1,1,,1,,,,,,,,,,,,,,,,,,,
2019-11-17 11:06,Sun,26300,후평 3동,1,1,,,2,,,,,,,,,,,,,1,,1,,,
2019-11-17 11:07,Sun,23800,동면,1,1,,,,,1,,,,,,,,,,,1,,1,,,
2019-11-17 11:07,Sun,22300,동면,2,1,,,1,,,,,,,,,,1,,,,,,,,
2019-11-17 11:07,Sun,14800,효자 2동,1,,,,1,,1,,,,,,,,,,,,,,,,
2019-11-17 11:09,Sun,15800,동면,1,,,1,,,,,,,,,,,,1,,,,,,,
2019-11-17 11:24,Sun,16500,효자 2동,1,1,,,1,,,,1,,,,,,,,,,,,,,
2019-11-17 11:40,Sun,17500,석사동,,1,,1,,,,,1,,,,1,,,,,,,,,,
2019-11-17 11:57,Sun,16300,효자 2동,1,1,,,1,,,,,,,,,,,,,,1,,,,
2019-11-17 12:01,Sun,19600,퇴계동,2,,,,1,,,,,,,,,,1,,,,,,,,
2019-11-17 13:18,Sun,23300,효자 1동,2,1,,,,,,,,,,,1,,,,,,,1,,,
2019-11-17 14:10,Sun,18100,효자 2동,3,,,,,,,,,,,,,,,,,,1,,,,
2019-11-17 14:12,Sun,14000,효자 3동,,,,1,1,,1,,,,,,,,,,,,,,,,
2019-11-17 14:23,Sun,23500,효자 1동,,1,,,,,1,1,,,,,,,1,1,,,,,,,
2019-11-17 15:25,Sun,17300,약사명동,1,1,,,,1,,,,,,,,,,,,,1,,,,
2019-11-17 15:55,Sun,20600,후평 3동,2,,,,,,,,,,,,,,,,,,,2,,,
2019-11-17 15:58,Sun,14800,후평 1동,2,,,1,,,,,,,,,,,,,,,,,,,
2019-11-17 16:45,Sun,14500,석사동,2,,,,,1,,,,,,,,,,,,,,,,,
2019-11-18 11:11,Mon,18000,동면,,,,,1,,1,,1,,,,,,,,,1,,,,,
2019-11-18 11:16,Mon,15100,효자 2동,2,,,,1,,,,,,,,,,,,,,,,,,
2019-11-18 13:55,Mon,14000,후평 1동,,1,,,,,1,1,,,,,,,,,,,,,,,
2019-11-18 14:36,Mon,28800,동면,1,,,,,1,1,,1,,,,,,,,,,2,1,,,
2019-11-18 15:17,Mon,22800,동면,1,2,,,,,1,,,,,,,,,,,,,1,,,
2019-11-20 11:08,Wed,28100,효자 2동,2,3,1,,,,,,,,,,,,1,,,,,,,,
2019-11-20 12:46,Wed,17300,동내면,1,1,,,,1,,,,,,,,,,,,1,,,,,
2019-11-20 12:59,Wed,20300,신사우동,1,1,,,,,1,,,,,,,,,,,,,1,,,
2019-11-20 13:24,Wed,23800,후평 3동,1,,,,1,,1,,,,,,1,,,,,1,,,,,
2019-11-20 15:52,Wed,15000,동면,,1,1,,,,,,1,,,,,,,,,1,,,,,
2019-11-20 16:28,Wed,16300,동면,1,1,1,,,1,,,,,,,,,,,,,,,,,
2019-11-20 16:59,Wed,15500,후평 3동,,,,,2,,,1,,,,,,,,,,,1,,,,
2019-11-21 11:08,Thur,26000,동면,5,,,,,,,,,,,,,,,,,,,,,,
2019-11-21 14:44,Thur,19600,후평 2동,2,,,2,,,,,,,,,,,,,,,,,,,
2019-11-21 16:37,Thur,16000,후평 2동,,,,,4,,,,,,,,,,,,,,,,,,
2019-11-22 12:25,Fri,21000,동면,1,,,,3,,,,,,,,,,,,,1,,,,,
2019-11-22 12:25,Fri,16300,효자 2동,1,1,1,,,,,,,,,,1,,,,,,,,,,
2019-11-22 16:02,Fri,12800,동내면,1,,,,1,,,,,,,,,,1,,,,,,,,
2019-11-22 17:05,Fri,16600,후평 3동,2,1,1,,,,,,,,,,,,,,,,,,,,
2019-11-23 11:55,Sat,19300,후평 2동,1,1,,,,1,1,,,,,,,,,,,,,,,,
2019-11-23 12:00,Sat,36100,후평 1동,2,,,,2,,2,,,,,,1,,,,,,,,,,1
2019-11-23 13:30,Sat,17800,소양동,1,1,,1,,,,,1,,,,,,,,,,,,,,
2019-11-23 13:44,Sat,18800,후평 1동,1,,,,,,1,1,1,,,,,,,,,,,,,,
2019-11-23 14:39,Sat,14300,퇴계동,1,,,,1,,,1,,,,,,,,,,,,,,,
2019-11-23 15:23,Sat,14800,효자 2동,1,,,,1,,,,,,,,,,,,1,,,,,,
2019-11-23 15:30,Sat,22300,후평 2동,1,,,1,2,,1,,,,,,,,,,,,,,,,
2019-11-23 15:54,Sat,19500,소양동,,1,1,,1,,1,,,,,,,,,,,1,,,,,
2019-11-23 16:15,Sat,15300,후평 3동,2,,,,,,,,,,,,,,,,,,,,1,,
2019-11-24 11:29,Sun,19800,효자 3동,1,,,,,1,,1,,,,,,,,,,1,,,,,
2019-11-24 12:21,Sun,20800,퇴계동,1,,,,,,,,,,,,,,,1,,2,,,,,
2019-11-24 12:26,Sun,18300,동면,1,1,,,,,,2,,,,,,,,,,,,,,,
2019-11-24 12:56,Sun,33700,후평 1동,4,1,,,,,,1,,,,,,,,1,,,,,,,
2019-11-24 12:57,Sun,14500,후평 1동,,,,,1,1,,,,1,,,,,,,,,,,,,
2019-11-24 13:00,Sun,17300,신사우동,1,1,1,,,,,,,,,,1,,,,,,,,,,
2019-11-24 13:13,Sun,14800,동면,1,1,,,,,,,,,,,,,,,,1,,,,,
2019-11-24 13:34,Sun,39000,후평 3동,,,,1,,2,,,1,1,,,1,,,,,1,1,,,,
2019-11-24 13:39,Sun,18800,조운동,1,1,,1,,,1,,,,,,,,,,,,,,,,
2019-11-24 13:44,Sun,20300,교동,1,,,,,,2,,,,,,,,,,,1,,,,,
2019-11-24 13:53,Sun,19300,퇴계동,1,1,,,,,,,,,,,,,1,,,,,1,,,
2019-11-24 14:27,Sun,14100,퇴계동,2,,,,,,,,,,,,,,,,,,1,,,,
2019-11-24 14:59,Sun,18800,동면,1,,,3,,,,,,,,,,,,,,,,,,,
2019-11-24 16:32,Sun,19500,후평 2동,1,1,1,1,,,,,,,,,,,,,,1,,,,,
2019-11-25 11:05,Mon,19800,교동 ,1,,,,1,,,,2,,,,,,,,,,1,,,,
2019-11-25 11:08,Mon,18800,강남동,1,,,,1,,1,1,,,,,,,,,,,,,,,
2019-11-25 11:31,Mon,54100,소양동,1,,1,,3,,,,5,2,,,,,,1,,,,,,,
2019-11-25 12:25,Mon,18000,동면,,,,,1,2,,,1,,,,,,,,,,,,,,
2019-11-25 12:54,Mon,26300,신사우동,1,1,,,,,1,,,,,,,,,,,1,1,,,,
2019-11-25 13:42,Mon,15800,후평 1동,1,,,,,2,,,,,,,,,,,,,,,,,
2019-11-25 14:00,Mon,14800,효자 3동,1,,,,1,,,,,,,,,,,,,1,,,,,
2019-11-27 12:02,Wed,33400,퇴계동,3,1,,,,,1,,,,,,,,,,,2,,,,,
2019-11-27 12:35,Wed,15300,효자 3동,1,1,1,,,,,,1,,,,,,,,,,,,,,
2019-11-27 12:59,Wed,15800,퇴계동,1,,,,,,1,,,,,,,,,,,1,,,,,
2019-11-27 13:07,Wed,14800,효자 3동,2,,,1,,,,,,,,,,,,,,,,,,,
2019-11-27 13:34,Wed,17300,효자 1동,1,,,,2,,,,1,,,,,,,,,,,,,,
2019-11-27 14:00,Wed,14100,동면,1,1,,,,,,,,,,,,1,,,,,,,,,
2019-11-27 14:16,Wed,16500,석사동,,1,,,,,,,2,,,,,,,,,,,,,,1
2019-11-28 11:48,Thur,38600,강남동,2,,,,,,2,,,,,,,,2,,,2,,,,,
2019-11-28 12:53,Thur,15300,교동,1,,,,,,,1,,,,,,,,,,,,1,,,
2019-11-28 13:15,Thur,25300,후평 2동,1,,,,,1,1,,,,,,,,,1,,,,1,,,
2019-11-28 13:16,Thur,17500,효자 3동,,1,1,,1,,,,,,,,,,,,,,1,1,,,
2019-11-28 14:15,Thur,18300,동면,1,1,,,,,1,,1,,,,,,,,,,,,,,
2019-11-28 14:28,Thur,15100,효자 3동,2,1,,,,,,,,,,,,,,,,,,,,,
2019-11-28 14:48,Thur,40000,석사동,5,1,,,,,,,1,,,,,,,,,,,,,,
2019-11-28 15:09,Thur,19300,신사우동,1,1,,,1,,,,,,,,1,,,,,,,,,,
2019-11-29 11:05,Fri,15800,동면,1,,,,,,1,,,,,,1,,,,,,,,,,
2019-11-29 12:03,Fri,16300,강남동,1,,,,1,,,,1,,,,,,,,,,1,,,,
2019-11-29 12:50,Fri,15800,후평 3동,1,,,,,,1,,,1,,,,,,,,,,,,,
2019-11-29 13:23,Fri,19300,후평 2동,1,,,,,,1,,1,,,,,,1,,,,,,,,
2019-11-29 13:31,Fri,25000,후평 1동,1,,,,1,1,,1,2,,,,,,,,,,,,,,
2019-11-29 13:39,Fri,17300,후평 1동,1,1,,,,,,,,,,,,,1,,,,1,,,,
2019-11-29 14:42,Fri,15300,석사동,1,,,1,,,1,,,,,,,,,,,,,,,,
2019-11-29 15:05,Fri,14300,후평 3동,1,,,,1,,,1,,,,,,,,,,,,,,,
2019-11-29 15:27,Fri,15000,동면,,,,,1,,,,,1,,,,,,1,,,,,,,
2019-11-29 15:30,Fri,14800,효자 2동,1,1,,,,,,,,,,,,,1,,,,,,,,
2019-11-29 16:12,Fri,28100,조운동,2,1,,,,,,1,,,,,,,,,1,,,1,,,
2019-11-30 11:01,Sat,22100,후평 3동,2,1,,,2,,,,,,,,,,,,,,,,,,
2019-11-30 11:09,Sat,20400,동면,3,,,1,,,,,,,,,,,,,,,,,,,
2019-11-30 11:10,Sat,22800,동면,1,1,,,,2,,,1,,,,,,,,,,,,,,
2019-11-30 11:43,Sat,15800,후평 1동,1,,,,,1,,,,1,,,,,,,,,,,,,
2019-11-30 11:56,Sat,31400,효자 2동,3,3,,,,,,,,,,,,,1,,,,,,,,
2019-11-30 13:01,Sat,38200,퇴계동,4,,,,,,2,,1,,,,,,1,,,,,,,,
2019-11-30 13:44,Sat,25100,약사명동,2,,,,,,2,,,,,,,,1,,,,,,,,
2019-11-30 13:49,Sat,20300,석사동,1,,,,,,2,,,,,,,,,,,,,1,,,
2019-11-30 14:24,Sat,15800,효자 2동,1,1,1,,,,,1,,,,,,,,,,,,,,,
2019-11-30 17:04,Sat,27600,효자 2동,2,,,,1,,1,,1,,,,,,,,,1,,,,,
2019-12-01 11:03,Sun,22100,후평 3동,2,1,,,,,,,1,,,,,,,,,,,,,,
2019-12-01 11:29,Sun,14800,소양동,1,,,,1,,,,,,,,,,,,,1,,,,,
2019-12-01 11:40,Sun,15300,동면,1,1,1,,,,,,1,,,,,,,,,,,,,,
2019-12-01 11:48,Sun,15300,교동,1,,,1,,,1,,,,,,,,,,,,,,,,
2019-12-01 11:54,Sun,15300,동면,1,,,,,,,1,,,,,,,1,,,,,,,,
2019-12-01 12:11,Sun,23100,신사우동,2,1,,,,,,,1,,,,,,,,,,,,,,
2019-12-01 12:23,Sun,23100,조운동,2,1,,2,,,,,,,,,,,,,,,,,,,
2019-12-01 12:35,Sun,23000,효자 1동,,,,,1,,1,,1,,,,,,,,,,2,1,,,
2019-12-01 12:55,Sun,19000,후평 2동,,1,1,1,1,,,,,,,,,,,,,1,,,,,
2019-12-01 13:15,Sun,15800,퇴계동,1,,,,,,,,,,,,,,1,,,,,1,,,
2019-12-01 13:28,Sun,20300,퇴계동,1,,,,,,2,,,,,,,,,,,1,,,,,
2019-12-01 14:24,Sun,31100,후평 3동,2,1,,,1,,1,,,,,,,,,,,,,,,,
2019-12-01 14:29,Sun,20800,후평 3동,1,,,,,,1,,,,,,1,,,1,,,,,,,
2019-12-01 16:18,Sun,18600,근화동,2,,,,1,,,,1,,,,,,,,,,,,,,
2019-12-01 16:51,Sun,18300,동면,1,,,,,,1,,,,,,,,,,,,1,1,,,
2019-12-02 11:03,Mon,17500,동면,,1,,,1,,,,1,,,,,,,,,,2,,,,
2019-12-02 13:03,Mon,16100,후평 3동,2,,,,,,1,,,,,,,,,,,,,,,,
2019-12-02 13:06,Mon,20600,신사우동,1,,,,,,,,,,,,,1,1,,,1,,,,,
2019-12-02 13:38,Mon,14800,후평 2동,1,,,,,,1,,1,,,,,,,,,,,,,,
2019-12-02 14:42,Mon,22800,효자 2동,1,,,,1,,,,1,,,,2,,,,,,,,,,
2019-12-02 16:22,Mon,14300,효자 2동,1,,,1,1,,,,,,,,,,,,,,,,,,
2019-12-04 11:06,Wed,20300,후평 3동,1,,,,,,,,,1,,,,,2,,,,,,,,
2019-12-04 11:10,Wed,23300,동면,1,,,1,,,1,,1,,,,,,,,,1,,,,,
2019-12-04 11:13,Wed,16600,신사우동,2,,,,,,,1,,,,,,,,,,,,,,,
2019-12-04 11:18,Wed,35000,조운동,6,,,,,,,,,,,,,,,,,,2,,,,
2019-12-04 11:47,Wed,17500,후평 2동,,1,,1,1,,,,,1,,,,,,,,,,,,,
2019-12-04 13:26,Wed,14800,퇴계동,1,,,,,,,,,,,,,,,,,,,,,,
2019-12-04 13:30,Wed,19600,효자 2동,2,1,,,,,,,,,,,,,,,,1,,,,,
2019-12-04 13:33,Wed,16100,후평 3동,2,,,,,,,,,1,,,,,,,,,,,,,
2019-12-04 13:34,Wed,16000,소양동,,,,,2,,,,,,,,,,,,,1,1,,,,
2019-12-04 13:51,Wed,15300,후평 1동,1,,,1,,,,,,,,,,,,,,1,,,,,
2019-12-04 14:58,Wed,20500,소양동,,3,,,,,,2,,,,,,,,,,,,,,,
2019-12-05 11:05,Thur,57700,석사동,4,,,,,,3,,4,,,,,,2,,,,,,,,
2019-12-05 11:08,Thur,15300,석사동,1,,,,,,1,1,,,,,,,,,,,,,,,
2019-12-05 12:32,Thur,16000,동면,,1,,,1,,1,,,,,,,,,,,,1,,,,
2019-12-05 12:39,Thur,21800,동면,1,1,,,2,,1,,,,,,,,,,,,,,,,
2019-12-05 13:00,Thur,25000,동면,4,,,,,,,,,,,,,1,,,,,,,,,
2019-12-05 13:56,Thur,14800,후평 1동,1,,,,1,1,,,,,,,,,,,,,,,,,
2019-12-05 14:48,Thur,36000,약사명동,5,1,1,,1,,,,,,,,,,,,,,,,,,
2019-12-05 15:22,Thur,15800,퇴계동,1,,,,,,1,,,,,,,,,,,1,,,,,
2019-12-06 11:08,Fri,22100,효자 3동,2,1,,,2,,,,,,,,,,,,,,,,,,
2019-12-06 11:23,Fri,14800,후평 1동,1,,,,1,1,,,,,,,,,,,,,,,,,
2019-12-06 11:31,Fri,20500,후평 2동,,,,,2,1,,,2,,,,,,,,,,,,,,
2019-12-06 11:38,Fri,13800,동면,1,,,,,,1,,,,,,1,,,,,,,,,,
2019-12-06 11:49,Fri,14800,후평 1동,1,1,,,,,1,,,,,,,,,,,,,,,,
2019-12-06 12:17,Fri,20100,석사동,2,,,,,,,1,,1,,,,,,,,,,,,,
2019-12-06 12:23,Fri,15000,후평 1동,,,,1,,,,1,,,,,,,,1,,,,,,,
2019-12-06 12:26,Fri,16300,후평 1동,1,1,1,,,,,,,,,,,,1,,,,,,,,
2019-12-06 12:43,Fri,27500,신사우동,5,1,,,,,,,,,,,,,,,,,,,,,
2019-12-06 12:51,Fri,16300,강남동,1,,,,,,,,,,,,,,,,,1,2,,,,
2019-12-06 15:25,Fri,13800,동면,,,1,1,,,,,,,,,,1,,,,1,,,,,
