Student,Exam1,Exam2,Exam3,Exam4,Exam5,Exam6,Exam7,Exam8,Exam9,Exam10,Exam11,Exam12,Exam13,Exam14,Exam15,Exam16,Exam17,Exam18,Exam19,Exam20,Exam21,Exam22,Exam23,Exam24,Exam25
student782,75,57,95,56,68,98,98,50,86,74,63,57,59,61,84,94,68,65,51,66,84,53,55,97,70
student783,81,66,91,76,97,64,66,68,82,80,87,74,50,67,98,89,99,85,72,90,70,63,96,83,72
student784,81,60,97,71,68,99,93,73,74,90,85,85,67,94,94,71,82,82,77,95,86,68,63,56,64
student785,94,74,91,65,56,91,82,93,61,92,73,93,63,86,62,80,57,59,63,93,59,70,79,61,58
student786,59,61,68,75,58,62,62,83,89,56,93,81,71,54,85,66,75,94,58,77,51,51,54,61,96
student787,96,95,86,55,75,56,78,86,72,99,76,85,92,93,73,55,54,73,63,52,79,59,69,88,92
student788,62,64,67,55,97,63,63,67,53,86,77,88,91,95,67,60,98,88,98,75,69,69,84,78,100
student789,95,71,72,57,70,74,83,73,96,100,53,64,87,84,82,55,65,61,56,59,86,68,62,76,55
student790,97,84,83,88,59,59,64,96,77,83,83,91,84,83,64,70,51,79,82,59,62,87,82,84,74
student791,72,85,97,79,88,61,55,64,93,71,67,90,92,86,79,92,64,57,68,71,67,60,79,80,56
student792,99,85,77,74,79,93,80,76,52,92,78,50,97,89,53,70,66,95,85,54,100,75,75,78,57
student793,78,81,57,54,74,73,78,72,63,53,59,89,86,59,98,76,61,90,71,62,51,78,79,55,85
student794,71,95,68,88,67,87,76,64,63,65,99,50,69,54,92,66,99,74,52,81,91,75,53,81,100
student795,94,50,76,55,60,86,93,68,80,97,62,92,71,95,88,79,88,68,88,58,67,54,77,75,54
student796,68,88,87,92,96,91,72,87,57,95,69,92,93,87,63,76,81,51,58,74,92,84,86,70,64
student797,82,84,100,87,58,52,95,75,82,65,98,93,66,85,86,78,53,68,80,56,82,68,62,57,57
student798,64,65,56,76,97,91,61,95,67,68,89,76,77,88,66,93,72,52,51,77,78,63,77,52,66
student799,82,79,71,84,86,75,90,85,70,99,90,92,53,72,83,91,92,51,92,67,77,87,65,96,54
student800,80,58,75,69,94,94,76,73,67,52,57,93,79,82,63,61,95,98,81,100,54,95,87,51,80
student801,64,97,79,74,66,94,99,70,99,88,90,64,57,71,59,70,58,70,76,89,80,52,97,79,92
student802,69,99,58,53,77,61,76,70,88,74,72,68,63,65,74,52,95,96,76,83,59,89,78,55,92
student803,78,71,76,50,65,96,65,70,51,98,83,62,79,92,69,72,77,82,86,79,57,97,79,90,64
student804,97,56,56,87,57,82,88,54,73,93,90,60,70,61,78,59,79,54,72,57,71,100,67,62,84
student805,75,99,69,69,70,50,74,90,80,68,87,86,68,58,89,56,97,73,93,52,63,66,89,52,97
student806,56,67,57,68,51,64,97,100,98,68,85,100,62,82,61,79,57,60,50,84,74,85,90,54,74
student807,78,87,52,72,65,94,76,57,80,52,95,98,65,84,88,51,94,81,54,99,55,98,52,76,53
student808,93,89,60,77,82,78,77,87,70,53,97,92,76,81,98,86,85,87,74,69,91,71,86,86,64
student809,69,59,72,69,54,75,70,63,72,66,55,54,65,88,62,89,60,95,99,97,50,54,53,82,79
student810,88,85,62,62,54,87,64,57,82,78,68,77,71,70,95,54,82,92,55,52,95,89,62,94,62
student811,52,52,92,98,73,79,94,87,64,76,91,81,76,90,74,57,57,88,94,57,84,54,52,78,50
student812,73,67,73,79,61,87,98,67,54,79,68,66,74,68,78,53,75,54,62,70,54,75,85,94,87
student813,59,81,96,60,87,79,65,86,91,58,69,88,52,91,88,95,53,72,52,56,55,68,92,82,85
student814,61,58,94,56,62,86,90,72,69,57,91,60,80,54,80,68,75,55,74,95,62,90,66,56,52
student815,69,96,95,96,96,94,87,50,57,68,60,64,87,57,82,63,88,60,64,87,68,52,94,92,68
student816,100,82,75,86,51,61,63,84,70,59,64,82,52,90,91,86,87,72,88,67,81,57,78,91,96
student817,79,82,69,95,69,82,50,97,72,82,51,62,85,54,62,93,88,85,75,65,86,65,75,81,75
student818,53,55,62,60,86,95,70,92,85,94,80,79,79,80,81,62,57,62,54,52,90,61,81,83,87
student819,95,68,72,89,65,72,73,72,100,68,92,87,68,71,87,74,62,91,74,87,80,87,94,93,68
student820,50,69,62,62,63,60,65,54,62,67,68,75,69,72,69,66,100,80,56,51,83,55,58,59,97
student821,94,84,87,79,67,58,60,86,68,68,94,55,87,89,61,65,79,69,100,93,63,75,63,98,75
student822,61,88,66,63,83,80,92,90,58,64,75,57,62,69,81,66,79,99,65,94,96,93,71,65,97
student823,92,55,75,55,57,96,82,57,72,83,96,100,58,95,75,82,61,88,58,50,85,58,85,51,77
student824,56,56,84,77,84,98,69,93,83,79,95,99,66,91,77,94,78,69,86,61,71,84,96,58,60
student825,78,62,69,73,78,75,71,71,72,90,62,88,100,85,86,71,56,70,87,64,67,83,78,78,98
student826,66,87,56,83,97,60,100,67,84,63,88,79,86,76,67,64,54,69,76,52,100,93,96,58,80
student827,79,98,79,89,81,61,94,81,84,56,82,95,86,71,86,50,64,80,87,66,54,54,79,99,100
student828,85,82,69,87,67,91,95,79,82,52,97,56,94,77,52,69,93,58,62,86,52,76,82,98,57
student829,51,100,59,60,55,61,80,94,89,92,83,63,73,99,75,62,59,51,73,73,83,95,75,75,55
student830,69,73,79,84,73,60,82,78,96,57,86,70,55,56,73,87,50,98,90,52,96,77,59,86,78
student831,86,64,76,64,68,71,70,65,71,79,82,78,62,55,63,88,84,93,61,89,52,71,72,86,53
student832,58,55,56,52,84,61,74,51,71,57,55,89,96,91,59,89,86,70,89,65,65,84,73,95,57
student833,75,84,67,97,99,68,65,80,77,68,90,100,93,58,55,98,61,74,62,57,91,56,51,75,97
student834,62,99,85,71,72,52,56,88,65,77,90,83,52,76,51,74,83,57,71,69,75,66,52,55,56
student835,69,95,78,66,85,85,76,90,82,76,50,57,53,84,59,88,53,60,58,70,78,85,88,53,84
student836,80,54,68,84,97,63,51,89,91,65,60,61,57,51,57,87,84,53,79,98,72,93,73,93,76
student837,61,67,79,96,58,51,75,95,70,75,93,52,97,66,83,56,94,87,95,80,81,94,93,94,56
student838,53,93,62,86,57,73,100,74,73,72,94,98,63,78,72,94,67,95,72,95,67,54,77,68,86
student839,62,89,75,58,79,78,53,62,97,73,85,92,70,73,75,52,70,97,53,50,74,60,51,100,87
student840,74,81,53,73,54,52,79,77,92,99,99,77,91,85,77,89,70,67,50,79,81,90,96,94,70
student841,79,67,77,85,87,65,58,91,56,90,67,80,69,65,78,84,67,85,94,62,81,65,64,52,92
student842,76,100,74,65,77,94,72,84,94,52,80,79,68,86,50,77,71,64,68,91,93,73,50,61,88
student843,96,86,92,94,82,57,58,58,67,51,62,92,63,66,79,91,76,60,63,56,84,73,62,57,76
student844,61,86,67,82,80,58,50,74,97,62,85,69,66,56,74,51,79,91,83,95,62,93,77,82,63
student845,52,53,91,83,51,63,92,71,64,84,90,95,74,72,80,68,98,63,76,50,64,59,87,66,92
student846,85,99,57,66,73,55,93,78,55,89,55,91,53,81,72,59,87,57,80,74,64,67,88,95,58
student847,80,84,88,60,86,93,67,83,87,98,93,83,96,85,96,69,82,84,58,50,82,76,89,83,85
student848,93,91,72,67,96,61,76,80,67,84,60,85,68,82,59,68,66,85,53,100,79,61,50,70,58
student849,96,60,56,57,75,61,62,72,52,73,80,50,81,87,59,55,100,79,96,71,85,72,68,86,100
student850,64,87,81,60,74,80,54,61,69,63,66,86,56,60,84,76,53,68,90,79,80,61,58,95,82
student851,74,74,72,59,98,85,59,58,69,76,91,50,93,67,96,51,68,84,60,98,77,62,65,87,93
student852,100,78,94,87,51,94,71,81,54,70,60,79,61,57,96,64,63,83,57,58,88,54,55,79,69
student853,96,69,86,94,96,60,65,61,73,76,96,53,99,94,89,66,94,96,64,59,55,86,91,74,79
student854,69,70,52,82,55,60,87,59,97,75,79,77,91,78,63,59,82,81,77,52,93,66,79,86,65
student855,53,91,95,76,75,61,91,74,100,99,65,83,91,61,54,89,51,60,78,91,92,56,78,87,60
student856,92,87,81,89,75,57,98,80,72,78,57,74,58,56,66,100,70,69,77,91,61,84,81,80,75
student857,99,67,63,94,69,67,85,57,96,71,88,99,83,73,93,54,81,60,95,56,92,93,89,92,87
student858,79,78,90,70,91,92,74,77,79,67,81,77,62,100,59,71,53,78,77,84,52,51,84,73,67
student859,93,64,68,80,74,86,84,89,88,97,68,95,95,54,82,56,67,56,51,53,82,82,68,83,53
student860,77,64,72,74,82,56,87,78,75,91,67,85,97,56,56,59,76,96,93,71,64,81,58,58,82
student861,88,86,61,69,85,78,60,55,67,55,89,75,95,59,60,76,51,93,89,79,66,68,63,90,90
student862,73,82,87,72,70,77,65,72,88,67,54,60,73,62,81,56,63,82,54,86,82,65,86,65,96
student863,52,69,50,66,76,71,98,99,50,64,100,60,57,65,82,56,81,79,81,98,74,63,57,66,89
student864,98,63,69,80,72,54,84,58,86,65,53,69,96,84,99,71,90,50,62,97,63,74,91,54,58
student865,77,53,82,92,83,57,71,92,61,83,66,56,86,97,59,87,64,87,73,71,98,88,76,88,57
student866,57,87,51,63,64,50,51,56,82,53,69,97,81,50,60,52,62,87,68,52,54,55,87,90,87
student867,76,83,64,59,93,56,64,65,73,96,73,91,70,74,90,95,82,74,58,57,54,93,65,74,97
student868,63,97,70,55,73,76,50,89,76,87,86,98,64,91,85,66,52,56,84,81,72,51,68,79,60
student869,67,97,55,97,60,100,53,51,82,69,72,99,72,71,91,81,78,95,70,64,65,53,73,56,60
student870,100,93,79,98,71,50,79,62,72,85,53,99,66,57,94,67,57,78,57,93,96,59,50,90,86
student871,64,69,93,85,93,90,59,65,60,56,74,83,67,70,100,83,86,94,98,68,58,72,98,82,50
student872,51,100,69,92,61,99,51,51,61,50,84,69,100,52,64,61,73,98,82,94,68,50,85,77,98
student873,83,72,98,71,96,93,88,69,69,53,74,50,91,97,83,77,69,94,59,94,69,96,57,55,98
student874,76,72,98,82,51,100,72,79,52,50,59,81,90,73,51,67,59,60,67,90,79,53,84,52,82
student875,65,74,65,82,89,60,50,95,70,63,94,79,82,99,56,97,97,85,95,100,77,60,76,62,95
student876,53,56,87,76,60,61,59,85,96,71,98,67,55,93,83,93,66,51,95,58,99,86,92,66,66
student877,57,74,64,55,85,82,80,85,70,71,69,54,80,85,74,75,74,65,89,97,82,61,51,63,54
student878,68,81,65,64,59,57,72,100,59,67,95,74,61,66,65,95,87,98,51,52,94,53,66,93,83
student879,71,74,52,92,79,76,66,81,63,57,78,50,72,53,65,92,71,63,90,66,67,58,63,78,76
student880,80,81,82,66,68,59,53,82,74,64,98,68,64,97,68,92,60,81,50,98,53,98,97,65,55
student881,57,60,92,99,80,71,97,59,83,78,92,73,53,85,70,52,77,70,56,73,69,96,94,100,80
student882,70,75,79,93,65,60,94,54,53,98,51,51,53,61,77,92,94,56,80,60,83,81,61,95,91
student883,56,70,77,95,79,53,64,96,96,89,71,69,94,53,92,86,63,91,92,61,91,69,84,90,50
student884,98,69,97,75,75,53,50,77,54,68,52,54,89,97,93,69,76,75,87,52,82,69,77,64,84
student885,62,65,66,63,54,65,100,83,50,99,59,68,61,93,53,73,70,51,85,93,64,68,76,67,82
student886,70,57,55,93,67,85,52,97,76,94,93,66,81,96,68,83,87,79,94,82,83,98,85,87,81
student887,99,67,71,68,50,76,82,93,82,77,63,93,97,79,98,87,51,72,58,95,89,66,70,76,57
student888,70,81,67,71,74,59,83,86,95,65,51,84,74,77,71,50,81,91,86,72,74,91,99,76,88
student889,64,54,52,60,87,64,76,63,53,91,84,96,73,63,99,85,52,60,76,79,84,78,54,85,74
student890,79,74,84,72,86,94,63,76,50,77,58,77,94,100,54,75,75,93,75,58,83,85,70,72,61
student891,52,95,51,53,83,80,68,76,50,86,77,53,66,80,53,70,98,92,51,69,85,58,92,83,55
student892,97,55,62,92,62,68,91,69,51,61,80,77,94,53,64,90,64,81,93,61,98,89,77,92,64
student893,82,52,78,98,59,71,98,64,99,57,98,67,60,76,71,99,66,94,63,79,92,79,63,92,64
student894,59,62,72,94,82,96,86,96,97,89,83,59,86,65,88,74,74,54,87,93,62,64,60,88,74
student895,84,66,55,67,98,67,96,88,77,70,69,58,88,60,69,90,51,86,64,96,66,68,92,72,64
student896,73,50,60,68,85,58,68,99,56,50,54,100,54,77,95,70,60,87,80,73,92,69,76,58,81
student897,71,61,74,73,79,85,90,78,68,61,96,52,99,61,80,65,74,90,65,67,96,81,54,100,87
student898,72,99,59,73,83,62,81,99,55,65,78,85,90,63,62,74,99,70,75,65,97,97,60,73,85
student899,50,50,89,70,86,52,55,91,100,97,82,57,61,65,87,50,85,79,60,75,67,78,97,51,79
student900,83,95,97,53,58,92,86,59,57,56,65,61,67,89,53,75,65,98,54,71,88,82,75,63,52
student901,77,95,78,85,63,68,100,58,51,81,59,53,82,91,77,61,97,68,88,56,86,85,54,64,61
student902,83,63,56,98,58,69,71,50,64,63,57,79,98,99,73,78,96,100,70,83,64,57,58,87,79
student903,84,55,93,84,97,69,75,66,56,70,78,89,74,83,50,88,64,99,51,85,86,71,55,99,57
student904,99,61,94,88,72,94,66,70,53,86,72,66,68,76,97,76,58,73,73,90,70,98,52,54,55
student905,78,78,93,80,83,81,71,93,82,61,83,56,76,66,98,67,63,55,87,85,69,54,77,94,70
student906,62,53,83,84,68,82,88,98,75,96,86,87,77,68,63,59,95,55,96,95,91,87,80,78,69
student907,78,74,88,95,71,92,64,64,86,99,93,95,61,55,76,67,68,58,71,87,79,74,66,87,86
student908,96,81,50,97,94,69,100,79,59,70,54,97,66,86,97,98,100,65,81,97,71,87,81,82,85
student909,93,83,53,81,50,57,91,77,90,85,71,74,71,70,68,72,55,72,63,63,67,82,87,62,78
student910,55,95,55,53,74,88,90,74,95,100,54,72,66,92,57,86,55,78,85,63,51,59,62,77,75
student911,77,89,84,96,66,82,60,55,93,76,72,88,70,97,70,52,82,54,54,96,89,80,93,80,56
student912,73,91,88,82,69,82,72,82,96,66,72,81,51,94,89,56,57,99,62,80,50,98,97,67,60
student913,85,87,93,64,86,69,73,59,66,69,52,68,53,94,96,89,93,83,86,79,79,68,90,74,65
student914,85,73,62,66,88,89,91,73,86,82,86,100,86,77,94,91,74,65,81,96,61,50,68,87,57
student915,98,90,51,75,69,93,62,56,82,89,75,51,94,52,83,56,63,75,83,94,78,100,71,84,100
student916,91,87,66,62,63,100,78,76,55,70,73,62,50,93,88,71,92,96,59,86,75,65,64,74,100
student917,59,54,71,67,81,82,87,71,75,61,55,81,73,71,67,97,62,75,69,52,76,96,66,92,60
student918,87,84,80,95,84,81,68,69,56,59,89,91,97,68,52,89,80,60,82,74,97,74,75,86,79
student919,60,55,60,80,69,96,71,55,71,71,99,51,71,57,60,80,91,51,74,77,53,70,65,51,56
student920,56,53,55,72,56,54,99,90,96,63,95,79,50,88,84,74,100,67,85,69,56,97,93,52,58
student921,81,61,78,74,93,52,78,90,59,87,91,83,93,73,57,83,59,72,75,100,57,95,60,59,91
student922,92,92,94,89,56,98,95,56,79,75,97,51,64,75,77,64,73,61,62,89,63,78,62,66,62
student923,52,86,72,95,60,70,95,93,62,50,98,55,81,81,99,90,68,69,80,57,65,72,60,96,80
student924,64,66,85,62,88,99,60,51,62,97,82,99,74,75,50,87,86,71,65,52,52,68,75,82,96
student925,68,60,62,96,91,90,88,74,58,95,69,68,80,73,62,59,58,79,64,81,52,56,95,59,59
student926,86,95,67,52,92,89,69,88,63,58,74,54,97,91,66,90,94,83,78,50,76,65,79,57,98
student927,61,68,70,52,92,87,87,82,68,50,71,82,81,96,86,68,76,60,61,50,65,66,75,74,85
student928,93,54,88,58,52,53,59,89,61,73,89,73,60,98,99,57,73,57,74,62,76,90,89,61,77
student929,93,96,91,70,85,59,56,93,80,69,54,94,95,83,96,66,54,62,85,91,93,52,58,91,74
student930,88,92,79,85,58,97,52,76,96,75,68,62,80,90,70,70,73,69,77,53,89,58,70,87,58
student931,83,97,95,71,72,95,58,88,95,87,68,51,91,68,65,61,75,86,81,99,77,92,92,62,72
student932,93,53,99,96,86,100,74,54,57,72,84,100,87,92,57,80,54,100,54,51,50,79,66,72,95
student933,54,69,74,53,51,69,67,85,76,79,90,82,57,58,68,62,61,66,55,82,74,60,52,92,67
student934,50,99,65,61,89,67,100,94,63,87,96,52,61,82,66,68,64,85,99,61,61,88,80,86,75
student935,57,75,91,55,91,59,72,53,90,84,83,84,85,75,63,90,77,100,98,51,63,68,93,100,55
student936,72,59,94,53,65,89,70,79,74,97,97,96,77,93,77,62,68,68,59,72,91,87,70,96,72
student937,68,92,93,89,100,100,72,53,68,73,86,63,90,66,86,64,67,78,60,52,100,69,57,99,68
student938,90,60,62,56,88,64,54,51,95,97,82,70,55,56,99,100,83,55,73,80,60,94,69,94,99
student939,63,77,50,57,80,52,55,52,61,89,82,60,75,98,82,68,63,70,63,73,76,62,54,98,55
student940,63,71,69,93,58,97,96,56,69,72,82,94,92,88,88,64,74,65,57,87,65,85,68,62,80
student941,66,68,58,55,71,59,51,92,74,56,50,87,76,54,63,72,91,73,51,74,94,88,66,95,97
student942,83,50,87,61,92,54,72,55,92,72,92,96,64,80,74,74,66,95,82,91,50,53,91,72,66
student943,95,57,90,56,88,100,50,53,51,67,61,59,78,83,83,97,55,69,67,60,54,83,92,81,63
student944,79,58,91,80,73,53,63,50,61,61,58,80,56,70,89,55,65,50,54,82,56,81,70,84,85
student945,72,82,78,78,93,86,58,100,86,61,80,88,82,78,95,54,61,77,94,88,79,73,57,84,93
student946,54,63,64,69,97,91,56,95,55,59,90,81,78,89,57,94,59,100,57,87,57,83,58,87,59
student947,53,74,61,56,57,60,86,79,60,72,91,84,84,84,58,59,87,98,55,82,77,66,70,84,55
student948,52,81,54,76,63,91,95,95,94,81,85,56,91,74,66,91,62,84,57,69,89,82,51,79,80
student949,85,98,98,53,58,57,80,57,67,88,55,52,56,81,78,67,89,90,61,67,97,77,81,70,57
student950,87,65,64,50,51,75,66,64,58,51,97,90,52,98,76,59,79,51,85,91,73,72,72,84,87
student951,94,89,86,81,56,54,74,91,89,97,81,100,62,96,59,90,57,54,100,96,78,52,84,66,65
student952,59,97,77,65,70,51,70,92,70,95,90,63,95,71,62,85,76,52,75,90,91,96,86,60,89
student953,99,56,67,55,99,62,89,100,80,88,54,69,60,64,85,99,59,73,77,50,63,55,72,66,78
student954,66,60,58,76,69,98,72,82,84,94,89,58,78,87,66,86,69,83,97,74,77,61,75,80,56
student955,62,83,71,81,66,74,69,69,64,78,65,99,75,54,55,77,68,50,62,58,81,51,91,63,98
student956,61,97,69,69,97,83,86,95,84,86,98,54,53,55,65,73,83,57,76,52,68,60,54,57,53
student957,89,77,71,86,97,56,89,75,73,71,68,80,96,67,69,59,52,80,87,74,89,72,66,85,79
student958,96,73,66,67,53,92,88,75,64,50,80,84,55,98,87,75,95,75,85,55,53,57,65,70,62
student959,78,56,58,51,86,61,61,98,84,59,70,79,58,70,87,98,85,90,80,63,86,81,50,53,95
student960,85,60,80,58,90,80,65,68,55,74,81,54,82,72,58,56,88,64,88,71,59,77,69,72,85
student961,62,80,76,74,89,78,55,50,60,57,96,56,95,50,56,60,78,77,76,78,61,71,65,90,73
student962,80,100,64,99,91,51,94,85,71,69,86,60,78,73,69,58,95,100,57,88,65,65,55,95,50
student963,50,60,90,100,62,51,52,89,65,55,61,57,61,75,94,74,86,64,72,84,68,83,94,75,52
student964,99,58,67,80,56,95,67,65,72,90,75,61,86,62,64,85,62,66,89,87,55,72,74,72,88
student965,56,54,97,64,51,50,53,71,53,71,89,51,97,79,76,86,56,67,99,65,96,79,87,53,95
student966,61,80,60,69,88,66,96,74,94,70,67,75,96,57,74,69,68,80,70,94,90,57,55,51,83
student967,90,63,55,86,50,57,50,57,98,80,79,67,52,73,76,99,76,86,69,77,98,71,100,57,52
student968,82,72,78,86,67,64,72,65,57,88,87,59,76,74,69,82,88,86,59,70,61,65,51,71,62
student969,64,92,54,60,85,53,80,94,78,88,87,86,99,52,68,52,88,94,92,60,66,88,50,62,75
student970,97,54,56,59,58,54,84,92,74,83,81,67,50,84,74,55,59,62,83,89,74,78,89,86,92
student971,94,73,58,65,89,87,57,57,53,54,80,91,53,91,68,58,55,97,77,82,74,100,70,63,83
student972,94,67,57,60,51,84,87,65,74,61,100,85,62,59,100,84,65,54,61,83,93,71,98,68,95
student973,53,96,59,75,52,53,97,54,93,51,76,73,83,95,65,53,79,61,85,94,75,80,83,99,88
student974,69,69,57,62,73,80,73,95,65,86,98,62,77,66,95,83,83,81,73,65,98,92,82,90,76
student975,75,78,64,91,86,54,84,92,68,76,79,93,90,87,97,83,80,64,67,76,94,85,90,63,98
student976,88,50,64,83,89,67,94,70,92,99,88,94,100,100,68,56,91,87,100,81,69,83,74,82,83
student977,58,69,88,88,97,80,54,94,81,60,55,96,99,92,69,75,53,83,65,72,96,60,77,94,80
student978,58,82,58,98,77,82,50,93,61,91,58,88,64,80,98,58,72,70,94,89,80,76,66,60,74
student979,78,54,60,86,95,98,92,93,57,74,71,88,90,58,66,76,94,74,96,55,66,100,69,86,61
student980,87,100,81,84,83,86,66,68,53,53,88,77,65,86,76,100,55,98,93,99,96,67,90,52,91
student981,65,55,74,75,74,78,70,75,75,51,94,72,80,57,77,74,97,91,59,75,83,85,82,76,56
student982,51,94,51,69,67,96,86,88,92,53,96,83,71,63,58,85,70,75,56,100,57,94,64,81,55
student983,61,51,72,73,94,57,83,81,75,96,61,91,78,100,82,89,87,65,94,70,97,59,81,81,98
student984,92,52,71,81,77,83,90,51,64,61,55,54,50,64,74,77,69,63,94,92,83,88,55,55,89
student985,87,58,95,99,77,82,93,63,93,50,89,77,58,98,73,77,55,50,56,52,65,74,92,72,81
student986,60,73,91,71,53,59,92,80,51,95,88,97,58,72,53,85,71,76,92,67,100,72,79,92,53
student987,80,51,67,53,71,71,86,90,54,79,84,62,98,94,66,96,56,96,72,67,93,56,90,60,84
student988,75,98,62,78,70,90,77,67,100,56,51,61,59,87,70,54,63,99,68,97,79,54,71,55,100
student989,77,80,77,61,50,77,85,58,62,69,53,63,63,69,90,75,67,58,91,52,90,77,96,67,62
student990,88,51,88,94,52,94,69,92,66,93,65,70,76,62,92,84,68,59,85,82,95,93,73,53,88
student991,66,64,69,99,64,50,60,76,78,82,65,88,85,53,51,100,62,53,92,87,51,83,95,98,82
student992,92,92,80,53,67,68,72,77,84,69,87,68,56,72,85,53,72,89,76,98,100,67,52,52,54
student993,99,53,76,50,74,98,89,53,96,94,82,79,55,93,84,91,67,81,61,84,73,83,74,75,68
student994,88,57,100,61,90,98,85,70,80,63,58,69,55,73,97,77,97,64,97,56,95,65,93,63,60
student995,72,52,90,53,50,65,51,83,97,100,91,53,60,78,72,56,50,63,70,91,63,61,70,74,78
student996,59,79,66,64,69,95,83,54,52,58,86,78,100,69,63,82,52,65,66,52,79,55,95,51,100
student997,96,78,76,68,64,50,65,54,60,80,80,84,51,80,100,72,62,85,86,94,57,97,55,92,58
student998,95,64,54,87,100,84,89,84,88,73,91,57,91,70,63,64,89,67,98,96,65,66,53,98,99
student999,78,84,59,99,92,92,83,76,63,59,75,59,80,60,60,84,71,68,93,76,94,56,54,59,54
student1000,59,72,60,89,50,89,100,91,96,80,99,100,60,76,79,85,95,67,63,69,86,62,66,75,96
